congressional,demo,table,name,label,value,percentage,concept
10,Language,B16001,B16001_055,Language_Hindi_Speak_English_Very_Well,2907,0.0045,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_056,Language_Hindi_Speak_English_Less_Than_Very_Well,422,7e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_057,Language_Urdu,5005,0.0078,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_058,Language_Urdu_Speak_English_Very_Well,2465,0.0038,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_059,Language_Urdu_Speak_English_Less_Than_Very_Well,2540,0.004,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_060,Language_Other_Indic_Languages,6720,0.0105,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_061,Language_Other_Indic_Languages_Speak_English_Very_Well,3058,0.0048,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_062,Language_Other_Indic_Languages_Speak_English_Less_Than_Very_Well,3662,0.0057,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_063,Language_Other_Indo_European_Languages,5092,0.0079,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_064,Language_Other_Indo_European_Languages_Speak_English_Very_Well,2580,0.004,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_065,Language_Other_Indo_European_Languages_Speak_English_Less_Than_Very_Well,2512,0.0039,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_066,Language_Chinese,61086,0.0953,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_067,Language_Chinese_Speak_English_Very_Well,22574,0.0352,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_068,Language_Chinese_Speak_English_Less_Than_Very_Well,38512,0.0601,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_069,Language_Japanese,3600,0.0056,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_070,Language_Japanese_Speak_English_Very_Well,1839,0.0029,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_071,Language_Japanese_Speak_English_Less_Than_Very_Well,1761,0.0027,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_072,Language_Korean,5406,0.0084,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_073,Language_Korean_Speak_English_Very_Well,3912,0.0061,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_074,Language_Korean_Speak_English_Less_Than_Very_Well,1494,0.0023,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_075,Language_Mon_Khmer_Cambodian,239,4e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_076,Language_Mon_Khmer_Cambodian_Speak_English_Very_Well,110,2e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_077,Language_Mon_Khmer_Cambodian_Speak_English_Less_Than_Very_Well,129,2e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_078,Language_Hmong,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_079,Language_Hmong_Speak_English_Very_Well,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_080,Language_Hmong_Speak_English_Less_Than_Very_Well,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_081,Language_Thai,528,8e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_082,Language_Thai_Speak_English_Very_Well,230,4e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_083,Language_Thai_Speak_English_Less_Than_Very_Well,298,5e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_084,Language_Laotian,32,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_085,Language_Laotian_Speak_English_Very_Well,32,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_086,Language_Laotian_Speak_English_Less_Than_Very_Well,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_087,Language_Vietnamese,907,0.0014,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_088,Language_Vietnamese_Speak_English_Very_Well,473,7e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_089,Language_Vietnamese_Speak_English_Less_Than_Very_Well,434,7e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_090,Language_Other_Asian_Languages,3980,0.0062,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_091,Language_Other_Asian_Languages_Speak_English_Very_Well,2011,0.0031,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_092,Language_Other_Asian_Languages_Speak_English_Less_Than_Very_Well,1969,0.0031,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_093,Language_Tagalog,1876,0.0029,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_094,Language_Tagalog_Speak_English_Very_Well,1554,0.0024,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_095,Language_Tagalog_Speak_English_Less_Than_Very_Well,322,5e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_096,Language_Other_Pacific_Island_Languages,327,5e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_097,Language_Other_Pacific_Island_Languages_Speak_English_Very_Well,226,4e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_098,Language_Other_Pacific_Island_Languages_Speak_English_Less_Than_Very_Well,101,2e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_099,Language_Navajo,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_100,Language_Navajo_Speak_English_Very_Well,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_101,Language_Navajo_Speak_English_Less_Than_Very_Well,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_102,Language_Other_Native_North_American_Languages,50,1e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_103,Language_Other_Native_North_American_Languages_Speak_English_Very_Well,50,1e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_104,Language_Other_Native_North_American_Languages_Speak_English_Less_Than_Very_Well,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_105,Language_Hungarian,1934,0.003,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_106,Language_Hungarian_Speak_English_Very_Well,986,0.0015,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_107,Language_Hungarian_Speak_English_Less_Than_Very_Well,948,0.0015,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_108,Language_Arabic,4706,0.0073,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_109,Language_Arabic_Speak_English_Very_Well,2372,0.0037,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_110,Language_Arabic_Speak_English_Less_Than_Very_Well,2334,0.0036,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_111,Language_Hebrew,9690,0.0151,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_112,Language_Hebrew_Speak_English_Very_Well,7996,0.0125,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_113,Language_Hebrew_Speak_English_Less_Than_Very_Well,1694,0.0026,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_114,Language_African_Languages,650,0.001,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_115,Language_African_Languages_Speak_English_Very_Well,409,6e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_116,Language_African_Languages_Speak_English_Less_Than_Very_Well,241,4e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_117,Language_Other_And_Unspecified_Languages,709,0.0011,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_118,Language_Other_And_Unspecified_Languages_Speak_English_Very_Well,360,6e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Language,B16001,B16001_119,Language_Other_And_Unspecified_Languages_Speak_English_Less_Than_Very_Well,349,5e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
10,Poverty,B17023,B17023_001,Poverty,142070,1,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_002,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level,15148,0.1066,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_003,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family,10647,0.0749,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_004,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_No_Own_Child_Of_The_Householder,3571,0.0251,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_005,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_1_Or_2_Own_Children_Of_The_Householder,3192,0.0225,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_006,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_3_Or_4_Own_Children_Of_The_Householder,2210,0.0156,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_007,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Married_Couple_Family_5_Or_More_Own_Children_Of_The_Householder,1674,0.0118,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_008,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families,4501,0.0317,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_009,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present,684,0.0048,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_010,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,294,0.0021,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_011,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,260,0.0018,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_012,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,91,6e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_013,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,39,3e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_014,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present,3817,0.0269,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_015,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,1492,0.0105,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_016,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,1874,0.0132,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_017,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,425,0.003,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_018,Poverty_Income_In_The_Past_12_Months_Below_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,26,2e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_019,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level,126922,0.8934,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_020,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family,103233,0.7266,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_021,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_No_Own_Child_Of_The_Householder,60951,0.429,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_022,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_1_Or_2_Own_Children_Of_The_Householder,34523,0.243,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_023,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_3_Or_4_Own_Children_Of_The_Householder,6147,0.0433,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_024,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Married_Couple_Family_5_Or_More_Own_Children_Of_The_Householder,1612,0.0113,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_025,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families,23689,0.1667,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_026,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present,7243,0.051,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_027,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,4901,0.0345,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_028,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,2174,0.0153,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_029,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,168,0.0012,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_030,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Male_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,0,0,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_031,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present,16446,0.1158,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_032,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_No_Own_Child_Of_The_Householder,10997,0.0774,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_033,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_1_Or_2_Own_Children_Of_The_Householder,5184,0.0365,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_034,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_3_Or_4_Own_Children_Of_The_Householder,250,0.0018,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Poverty,B17023,B17023_035,Poverty_Income_In_The_Past_12_Months_At_Or_Above_Poverty_Level_Other_Families_Female_Householder_No_Spouse_Present_5_Or_More_Own_Children_Of_The_Householder,15,1e-4,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF OWN CHILDREN UNDER 18 YEARS
10,Median Income,B19013,B19013_001,MedianIncome,93748.15107913669,NA,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)
10,SNAP,B19058,B19058_001,SNAP,296014,1,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
10,SNAP,B19058,B19058_002,SNAP_With_Cash_Public_Assistance,33940,0.1147,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
10,SNAP,B19058,B19058_003,SNAP_No_Cash_Public_Assistance,262074,0.8853,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS
10,Total HousingUnits,B25008,B25008_001,TotalHousingUnits,663330,1,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
10,Total HousingUnits,B25008,B25008_002,TotalHousingUnits_Owner_Occupied,223292,0.3366,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
10,Total HousingUnits,B25008,B25008_003,TotalHousingUnits_Renter_Occupied,440038,0.6634,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE
10,Occupancy,B25014,B25014_001,Occupancy,296014,1,TENURE BY OCCUPANTS PER ROOM
10,Occupancy,B25014,B25014_002,Occupancy_Owner_Occupied,91780,0.3101,TENURE BY OCCUPANTS PER ROOM
10,Occupancy,B25014,B25014_003,Occupancy_Owner_Occupied_0.50_Or_Less_Occupants_Per_Room,57095,0.1929,TENURE BY OCCUPANTS PER ROOM
10,Occupancy,B25014,B25014_004,Occupancy_Owner_Occupied_0.51_To_1.00_Occupants_Per_Room,29460,0.0995,TENURE BY OCCUPANTS PER ROOM
